Category Name,Average Sales Rank
Doonesbury,139824.0
Compilers,139934.0
Iran,140004.0
Britpop,140336.5
Vintage Rock & Roll,140494.0
Doctor Who,140709.0
High Blood Pressure,140910.0
"Wagner, Richard",140917.0
Modern Postbebop,141145.57142857142
All Bargain Titles,141313.66666666666
All Bargain Titles,141313.66666666666
All Bargain Titles,141313.66666666666
Acoustic Blues,141713.4
Ballets & Dances,141777.25
CDs $7 - $10,141857.75
CDs $7 - $10,141857.75
CDs $7 - $10,141857.75
All Bargain Titles,141857.75
All Bargain Titles,141857.75
All Bargain Titles,141857.75
Yiddish,141893.0
Yiddish,141893.0
All Bargain Titles,142231.42857142858
All Bargain Titles,142231.42857142858
All Bargain Titles,142231.42857142858
Hildegard of Bingen,142549.5
Detroit Blues,142564.0
Detroit Blues,142564.0
Quilts & Quilting,142939.4
General,143019.6
General,143344.2258064516
General,143387.88461538462
The Royal Diaries,143718.5
Academic & Commercial,143786.0
Nonfiction,143786.0
General,143847.7
General,144251.33333333334
CDs $7 - $10,144548.5
CDs $7 - $10,144548.5
CDs $7 - $10,144548.5
All Bargain Titles,144548.5
All Bargain Titles,144548.5
All Bargain Titles,144548.5
General,144552.0
Chamber Music,144660.33333333334
Oboe,144694.5
General,144807.0
Paperback,144807.0
Irish Folk,144952.66666666666
Ireland,144952.66666666666
Delta Blues,145058.0
Delta Blues,145058.0
Cheese & Dairy,145278.0
Age of Empires,145316.0
Ultima Online & Unreal,145316.0
Age of Empires,145316.0
Ultima Online & Unreal,145316.0
Age of Empires,145316.0
Ultima Online & Unreal,145316.0
Finland,145333.0
"Donaldson, Stephen R.",145364.0
Progressive Rock,145594.94444444444
Singer Songwriters,146050.85714285713
Easy Listening,146058.75
CDs Under $7,146200.25
CDs Under $7,146200.25
CDs Under $7,146200.25
All Bargain Titles,146200.25
All Bargain Titles,146200.25
All Bargain Titles,146200.25
Under $7,146200.25
Puzzles,146337.66666666666
Critical & Intensive care,146651.0
Emergency,146651.0
Critical & Intensive care,146651.0
Emergency,146651.0
Reference,146651.0
Emergency,146651.0
Abuse,146676.0
Dysfunctional Relationships,146676.0
General,146676.0
Book of Common Prayer,146716.0
General,146716.0
General,146955.0625
General,147028.39534883722
Superman,147199.0
Euro Dance,147316.0
General,147316.0
Spiritualism,147419.5
GMAT,147815.0
Traditional Folk,147877.0
Brazil,148214.11111111112
Brazil,148214.11111111112
CDs $7 - $10,148280.0
CDs $7 - $10,148280.0
CDs $7 - $10,148280.0
All Bargain Titles,148280.0
All Bargain Titles,148280.0
All Bargain Titles,148280.0
General,148413.06896551725
General,148557.5
Historical Jesus,148771.0
CDs Under $7,148845.33333333334
CDs $7 - $10,148845.33333333334
CDs Under $7,148845.33333333334
CDs $7 - $10,148845.33333333334
CDs Under $7,148845.33333333334
CDs $7 - $10,148845.33333333334
Singer-Songwriters,149178.25
All Bargain Titles,149206.0
All Bargain Titles,149206.0
All Bargain Titles,149206.0
Hardcore,149307.33333333334
Native American,149410.0
Native American,149410.0
Environmental,149434.5
All Bargain Titles,149490.0
All Bargain Titles,149490.0
All Bargain Titles,149490.0
Lesson Planning,149702.4
General,149869.0
General,149993.0
ECM Jazz & World,150011.5
European,150092.33333333334
Incidental Music,150324.0
"Theatrical, Incidental & Program Music",150324.0
New Business Enterprises,150465.0
New Business Enterprises,150465.0
Contemporary Christian,150470.33333333334
CDs Under $7,150489.0
CDs Under $7,150489.0
CDs Under $7,150489.0
CDs Under $7,150489.0
CDs Under $7,150489.0
CDs Under $7,150489.0
Bears,150508.0
All Bargain Titles,150541.33333333334
All Bargain Titles,150541.33333333334
All Bargain Titles,150541.33333333334
Latin Music,151089.0
South & Central America,151089.0
Gangsta & Hardcore,151181.5
Allergies,151267.0
Preventive Medicine,151267.0
"Johnson, Barbara",151328.0
Self-Help & Psychology,151500.0
Hardcore,152092.0
Rockabilly,152379.5
Masses,152744.0
Hard Bop,152906.25
UML,153044.0
UML,153044.0
General,153412.47368421053
House,153455.2857142857
"Barr, Nevada",153550.0
Gospel,153674.22727272726
"Hoban, Lillian",154211.0
"Hoban, Russell",154211.0
Frances,154211.0
Techniques,154321.16666666666
Jangle Pop,154410.0
Traditional,154532.14285714287
Small Animal Medicine,154557.5
All Works by Dittersdorf,154772.0
All Bargain Titles,155112.7142857143
All Bargain Titles,155112.7142857143
All Bargain Titles,155112.7142857143
Self Help,155335.0
Abdominal,155442.0
Tone Poems,155824.0
Latin Pop,155921.0
CDs Under $7,155921.0
CDs Under $7,155921.0
Latin Pop,155921.0
CDs Under $7,155921.0
CDs Under $7,155921.0
CDs Under $7,155921.0
CDs Under $7,155921.0
All Bargain Titles,155921.0
All Bargain Titles,155921.0
All Bargain Titles,155921.0
Traditional Blues,155933.66666666666
All Bargain Titles,156314.91666666666
All Bargain Titles,156314.91666666666
All Bargain Titles,156314.91666666666
General,156567.0
Paperback,156567.0
Volunteer Work,156571.0
Volunteer Work,156571.0
Animorphs,156711.0
Fiction,156839.0
"Christopher, Matt",156839.0
Matt Christopher Sports Classics,156839.0
Trance,157006.0
"Pohl, Frederik",157228.0
Lounge,157272.5
Experimental Music,157503.57142857142
Meditation,157515.0
Exchange,157706.0
Microsoft Exchange,157706.0
All Works by Gershwin,157712.0
English,157712.0
"Michaels, Kasey",157878.0
Gypsy,158351.0
Gypsy,158351.0
General,158515.45454545456
"McKiernan, Dennis",158524.0
General,158573.33333333334
Fiction,158601.0
Electronica,158686.85714285713
CDs $7 - $10,158758.3
CDs $7 - $10,158758.3
CDs $7 - $10,158758.3
Testing & Measurement,158936.0
Continental,159018.0
General,159018.0
Continental,159018.0
Literacy,159062.0
Literacy,159062.0
Reading Skills,159062.0
"Canin, Ethan",159161.0
CDs Under $7,159262.5
CDs Under $7,159262.5
CDs Under $7,159262.5
CDs Under $7,159262.5
CDs Under $7,159262.5
CDs Under $7,159262.5
Breast Cancer,159377.66666666666
Journalists,159608.66666666666
Organic,159959.0
Reference,159959.0
All Bargain Titles,160000.4
All Bargain Titles,160000.4
All Bargain Titles,160000.4
India,160033.0
India,160033.0
General,160212.37593984962
General,160285.81308411216
General,160419.58333333334
1930-1939,160596.5
Fantasies,160717.0
Organizational Behavior,160771.0
Organizational Behavior,160771.0
Organizational Behavior,160771.0
"Hickman, Tracy",160867.0
"Weis, Margaret",160867.0
General,160890.5
CDs $7 - $10,161027.0
CDs $7 - $10,161027.0
CDs $7 - $10,161027.0
All Bargain Titles,161027.0
All Bargain Titles,161027.0
All Bargain Titles,161027.0
Aging,161106.33333333334
Adventurers & Explorers,161110.5
Ska General,161229.66666666666
General,161789.20547945207
Projects,161888.5
All Works by Hummel,161916.0
Italian,162043.66666666666
Reggae,162564.2
All Bargain Titles,163036.5
All Bargain Titles,163036.5
All Bargain Titles,163036.5
All Bargain Titles,163036.5
All Bargain Titles,163036.5
All Bargain Titles,163036.5
Traditional Folk,163064.0
CDs $7 - $10,163174.0
CDs $7 - $10,163174.0
CDs $7 - $10,163174.0
CDs $7 - $10,163174.0
CDs $7 - $10,163174.0
CDs $7 - $10,163174.0
All Bargain Titles,163174.0
All Bargain Titles,163174.0
All Bargain Titles,163174.0
All Bargain Titles,163174.0
All Bargain Titles,163174.0
All Bargain Titles,163174.0
ESP,163228.0
Alcoholism,163290.0
"McCarthy, Cormac",164436.0
"Banks, Russell",164443.0
Hymns,164819.0
General,164980.0
Nocturnes,165294.5
Chip Hilton Sports,165356.0
Chip Hilton Sports,165356.0
General,166033.2142857143
Techno-House,166095.66666666666
All Works by Glazunov,166140.0
Prayer,166497.25
"Herbert, Brian",166563.0
General,166872.75
Readers,167203.0
General,167291.0
General,167314.33333333334
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
CDs Under $7,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
All Bargain Titles,167785.0
General,168061.0
Pop Vocal,168406.88888888888
Pop Vocal,168406.88888888888
Vocal & Song,168608.2
General,168773.5
Oratorios,168859.5
CDs Under $7,168860.14285714287
CDs Under $7,168860.14285714287
CDs Under $7,168860.14285714287
Paperback,169089.0
Quartets,169114.2
Trial Practice,169181.0
All Works by Beethoven,169444.0
General,169445.19047619047
Baskets,169843.0
Italian,169866.4
Argentina,170032.5
Argentina,170032.5
Pop Rock,170135.0
1920-1929,170474.0
Experimental Rock,170586.25
Old Testament,170941.0
I Spy,171171.0
General,171177.175
Asthma,171204.5
Respiratory,171204.5
Contemporary Country,171367.0
Opera & Vocal,172072.25
Opera & Vocal,172072.25
All Bargain Titles,172129.66666666666
All Bargain Titles,172129.66666666666
All Bargain Titles,172129.66666666666
Africa,172134.0
"Peet, Bill",172214.0
Ambient,172228.57142857142
State & Local,172373.66666666666
Counting,172390.0
Counting,172390.0
General,172644.3
"Brockway, Connie",172971.0
General,173088.22222222222
Singer-Songwriters,173171.0
Orphans & Foster Homes,173195.0
Cosmology,173213.0
Classic Rock,173287.9090909091
General,173288.0
"Eccles, Henry",173573.0
Double Bass,173573.0
Domestic Violence,173815.0
Counseling,173815.0
Vietnam War,174335.75
General,174335.75
Study Guides,174451.0
Gangsta & Hardcore,174587.0
General,174972.25
United States,175069.0
Punk,175315.5185185185
Greece,175327.66666666666
New Age,175361.0
New Age,175361.0
1960s,175949.33333333334
1960-1969,175949.33333333334
"Kress, Nancy",176152.0
Holistic,176227.33333333334
Catholic,176254.0
New American,176254.0
All Works by J.S. Bach,176340.5
General,176402.0
General,176488.89743589744
"Ludlum, Robert",176822.0
Special Needs Children,176992.33333333334
Electricity Principles,177178.5
Electricity Principles,177178.5
Soul-Jazz & Boogaloo,177422.8
General,177623.0
General,177623.0
General,177623.0
Personal Finance,177623.0
Mood Disorders,177797.0
Care & Health,178252.0
Mediterranean,178334.0
General,178360.0
"Elfman, Danny",178442.0
Cincinnati Pops,178442.0
General,178537.0
General,178537.0
General,178649.3
General,178831.35714285713
General,179321.0
Rwanda & Uganda,179401.0
Rwanda & Uganda,179401.0
CDs $7 - $10,179878.33333333334
CDs $7 - $10,179878.33333333334
CDs $7 - $10,179878.33333333334
Structured Design,179915.66666666666
Structured Design,179915.66666666666
General,180143.36363636365
General,180179.2
Rock,180520.5
General,180763.0
Soft Rock,180958.5
Let's Read and Find Out Science,180960.0
Aliki,180960.0
ECM Classical,180963.66666666666
Classical,181074.33333333334
All Works by Berlioz,181088.33333333334
Red Hat,181253.0
IDM,181417.0
Dental Assisting,181677.0
Dental Assisting,181677.0
"Egan, Greg",181855.0
Discipline,182035.0
Riding,182375.0
All Works by Verdi,183014.2857142857
General,183182.5
Classical,183273.5
Bargain Box Sets,183449.0
Bargain Box Sets,183449.0
Bargain Box Sets,183449.0
Gospel,183478.625
Swimming Pools,184152.0
"Borg, Kim",184163.0
"Braun, Hans",184163.0
Vocal Works by J.S. Bach,184163.0
Family Health,184275.0
Journal Writing,184429.5
Traditional Country,184683.0
General,184754.3103448276
Alternative Rock,184926.0
Jesus,185089.5
"Watase, Yu",185240.0
Mexico,185249.0
"Theroux, Paul",185457.0
General,185716.69333333333
Korean,185817.0
Victorian,185834.0
Mysticism,186135.0
"Girzone, Joseph",186152.0
Pregnancy & Childbirth Books,186319.66666666666
Direction & Production,186470.0
Rocksteady,186561.0
Jamaican Ska,186561.0
Rocksteady,186561.0
Jamaican Ska,186561.0
Low Cholesterol,186921.0
Classic Vocalists,186937.33333333334
CDs Under $7,186973.0
CDs Under $7,186973.0
CDs Under $7,186973.0
Electronica,187035.0625
Psychology,187082.0
18th Century,187197.0
Emo,187314.0
Bedtime & Dreaming,187325.0
Fiction,188401.0
"Babbitt, Natalie",188597.0
Medical & Surgical,188829.0
Medical & Surgical,188829.0
Assessment,189021.0
Logic,189131.0
Logic,189131.0
Symphonies,189165.4
Modern & 20th Century,189165.4
Self Help,189251.125
Singer-Songwriters,189274.33333333334
Jazz,189440.33333333334
The Gimp,189854.0
Interviewing,190779.66666666666
Interviewing,190779.66666666666
Production & Operations,190896.0
Production & Operations,190896.0
Sacred & Religious,191196.0
Vocal & Song,191196.0
Chants,191196.0
Decision-Making & Problem Solving,191647.66666666666
Decision-Making & Problem Solving,191647.66666666666
Sailor Moon,191719.0
"Naoko, Takeuchi",191719.0
Experimental Rap,192158.0
Armenia,192329.0
Armenia,192329.0
Fitness,192892.0
Sports,192892.0
Holiday Music,193279.0
Seismology,193332.0
Nonfiction,193430.0
Swing General,193435.15789473685
Meats,193855.0
Singer-Songwriters,193960.66666666666
Rock Guitarists,194363.0
Faith,194658.0
All Works by Chopin,194663.0
General,194753.52380952382
Nonfiction,195410.0
"Puccini, Giacomo",196075.66666666666
Europe,196350.0
Europe,196350.0
Travel with Pets,196350.0
Travel with Pets,196350.0
Electronica,196378.0
Adobe Photoshop,196876.5
PhotoDeluxe & Photoshop,196876.5
PhotoDeluxe & Photoshop,196876.5
CDs Under $7,197091.5
CDs Under $7,197091.5
CDs Under $7,197091.5
Decorative,197263.75
Folk,197621.0
"Polacco, Patricia",197908.33333333334
"Lalo, Edouard",198828.0
All Works by Thomas,198828.0
"Graves, Denyce",198828.0
Trip-Hop,198983.0
Hyperactivity,199192.0
Marine Life,199229.0
All Works by Donizetti,199231.8
1990s,199321.5
1990-1999,199321.5
All Bargain Titles,199380.0
All Bargain Titles,199380.0
All Bargain Titles,199380.0
Anime & Video Game Soundtracks,199497.0
Popular Fiction,199756.8
Proto Punk,199772.5
"Cage, John",200815.0
General,200981.14285714287
Orthodontics,201009.0
Craniomandibular & Temporomandibular,201009.0
Orthodontics,201009.0
Acoustics & Sound,201215.0
Acoustics & Sound,201215.0
Advanced Placement,201328.33333333334
"Fowler, Earlene",201609.0
Amish,201714.0
Botany,201737.0
Nonfiction,201737.0
CDs Under $7,202070.0
CDs Under $7,202070.0
CDs Under $7,202070.0
Concerto Grossi,202685.0
Inventions,202685.0
Organ,202685.0
All Bargain Titles,203025.66666666666
All Bargain Titles,203025.66666666666
All Bargain Titles,203025.66666666666
Money & Monetary Policy,203170.0
Understanding Money,203170.0
General,203297.33333333334
"Odom, Mel",203447.0
Buffy the Vampire Slayer,203447.0
Programming,203765.0
All Works by Grainger,205042.0
All Works by Lutoslawski,205042.0
General,205042.0
"Hamilton, Laurell K.",205665.0
"Hamilton, Laurell K.",205665.0
General,205671.5
Partsongs,205695.0
Adult Contemporary,205770.0
Hardcover,205882.0
Choruses,206953.33333333334
Motets,206967.0
Cryptography,207008.0
General,207023.0
"Wilder, Thornton",207219.0
"Martini, Steve",207700.0
Caribbean & Cuba,207852.0
Contemporary,207866.14285714287
Latin American,208414.5
General,208905.0
General,208905.0
General,209018.72222222222
IDM,209151.7142857143
"Cannell, Dorothy",209797.0
International,209869.5652173913
Salsa,210024.5
Salsa,210024.5
French,210056.66666666666
"Casals, Pablo",210141.0
"Alexander, Lloyd",210243.0
Visual Basic,210311.0
For Dummies: General,211087.33333333334
For Dummies: General,211087.33333333334
ACT (American College Tests),211142.0
All Works by Dufay,211249.0
All Works by Monteverdi,211249.0
"Praetorius, Hieronymus",211249.0
All Works by Michael Praetorius,211249.0
"Purcell, Henry",211249.0
General,211249.0
Boston Camerata,211249.0
Holiday Music,211249.0
Bluegrass,211326.66666666666
Dance & DJ,211431.7857142857
General,212050.0
General,212050.0
General,212342.25
Badminton,212389.0
General,212389.0
Needlework,212422.0
New Wave & Post-Punk,212694.33333333334
General,213317.75
Fiction,213469.0
Nonfiction,213469.0
Macintosh,213650.0
Macs,213650.0
General,213763.0
CDs $7 - $10,214449.0
CDs $7 - $10,214449.0
CDs $7 - $10,214449.0
All Bargain Titles,214449.0
All Bargain Titles,214449.0
All Bargain Titles,214449.0
Painting & Wallpapering,214590.66666666666
CDs Under $7,214908.5
CDs Under $7,214908.5
CDs Under $7,214908.5
CDs Under $7,214908.5
CDs Under $7,214908.5
CDs Under $7,214908.5
Avant Garde & Free Jazz,215092.0
Practice Management & Reimbursement,215410.0
Practice Management & Reimbursement,215410.0
Nurse & Patient,216357.33333333334
General,216358.0909090909
DC Comics,216701.33333333334
Special Appliances,216760.66666666666
Fiction,217193.5
General,217334.83333333334
All Bargain Titles,217854.0
All Bargain Titles,217854.0
All Bargain Titles,217854.0
Divorce,218242.6
California,218270.0
Planning,218332.33333333334
CDs $7 - $10,218877.5
CDs $7 - $10,218877.5
CDs $7 - $10,218877.5
All Bargain Titles,218877.5
All Bargain Titles,218877.5
All Bargain Titles,218877.5
All Works by Schubert,219085.25
General,219221.0
General,219317.0
General,219317.0
Punk Revival,219331.16666666666
Polar Regions,219498.4
Reptiles & Amphibians,219923.0
Oldies & Retro,219961.0
Bargain Box Set,220221.0
Bargain Box Set,220221.0
Bargain Box Set,220221.0
Reference,220436.0
Reference,220436.0
Colonial,220517.16666666666
Tutorials,220582.5
Insight Guide,220779.5
Insight Guide,220779.5
All Bargain Titles,221000.0
All Bargain Titles,221000.0
All Bargain Titles,221000.0
General,221276.8
Collections,221317.0
Organic,221353.0
Organic,221353.0
Country Gospel,221416.5
Norse,221612.0
"Brett, Jan",221612.0
General,221782.33333333334
General,222430.0
African American,223299.0
Sextets,223412.0
All Works by Leopold Mozart,223412.0
French Horn,223412.0
Literature,223510.0
Mythology & Folklore,223510.0
Egyptian,223510.0
Samba,223545.0
Samba,223545.0
Afro Brazilian,223545.0
Afro Brazilian,223545.0
Essays,223682.2
Baba Yaga,223872.0
High Tech,223981.66666666666
All Works by Charpentier,224567.5
Germany,224817.33333333334
Germany,224817.33333333334
All Bargain Titles,224928.75
All Bargain Titles,224928.75
All Bargain Titles,224928.75
XML,225154.66666666666
Historical,225763.5
CDs Under $7,226151.0
CDs Under $7,226151.0
CDs Under $7,226151.0
CDs Under $7,226151.0
CDs Under $7,226151.0
CDs Under $7,226151.0
All Bargain Titles,226151.0
All Bargain Titles,226151.0
All Bargain Titles,226151.0
General,226247.0
CDs $7 - $10,226578.0
CDs $7 - $10,226578.0
CDs $7 - $10,226578.0
Web Marketing,226704.33333333334
Internet Marketing,226704.33333333334
Web Marketing,226704.33333333334
Fiction,226777.0
General,227113.66666666666
Italy,227280.66666666666
Italy,227280.66666666666
French,227292.0
German,228084.0
German,228084.0
Hawaii,228175.0
Hawaii,228175.0
Educational,228397.0
Children's Educational,228397.0
Bass,228606.0
General,228711.5
Sleep,229032.0
Pop,229053.3076923077
CDs $7 - $10,229086.66666666666
CDs $7 - $10,229086.66666666666
CDs $7 - $10,229086.66666666666
All Bargain Titles,229086.66666666666
All Bargain Titles,229086.66666666666
All Bargain Titles,229086.66666666666
"History, 17th & 18th Century",229626.0
"Hospitality, Travel & Tourism",229668.0
"Hospitality, Travel & Tourism",229668.0
All Works by Rossini,229991.5
Biostatistics & Epidemiology,230414.5
Models,230437.0
Diecast,230437.0
Ancient & Classical,230837.0
African,230837.0
Oregon,230893.0
Oregon,230893.0
Family & Children,231139.0
General,231191.0
General,231191.0
General,231548.77777777778
Cosmetics,231887.0
General,232030.0
General,232030.0
General,232030.0
All Works by Leoncavallo,232064.5
Electronic Publishing,232162.0
Swing Jazz,232527.0
Rock,232618.0
Radical Thought,232681.0
General,232733.0
All Works by Puccini,234937.4
General,235508.0
General,235508.0
Namibia,235582.0
Namibia,235582.0
Lute,235607.0
Instructional,236076.66666666666
Egypt,236129.33333333334
Perennials,236548.0
"Andersen, Susan",236568.0
Broadway & Musicals,236797.0
General,237435.83333333334
Acting & Auditioning,237446.0
Nutshell,237506.0
African,237602.66666666666
Gay,237839.0
Lesbian,237839.0
Activism,237839.0
Civil Rights,237839.0
Te Deum,237886.0
British Detectives,237988.6
Arthurian Romance,237989.0
"Johnston, Joan",238427.0
Trip-Hop,238605.0
Cancer,238788.0
Taoism,238912.5
Taoism,238912.5
Fiction,239067.0
Jewelry,239116.0
All Works by Strauss,239267.0
Minnesota Orchestra,239267.0
Keys,239368.0
Keys,239368.0
Medieval,239687.0
Nonfiction,239781.0
General,239781.0
Guides & Reviews,239787.5
Classic Female Vocal Blues,240052.66666666666
"Caballe, Montserrat",240270.0
20th Century,240428.0
"Auden, W.H.",240428.0
Dermatology,240543.0
Dermatology,240543.0
Skin Ailments,240543.0
Experimental,240784.0
School-Age Children,240784.0
CDs Under $7,241416.0
CDs Under $7,241416.0
CDs Under $7,241416.0
Holocaust,241600.0
Alternative Folk,242020.0
"Production, Operation & Management",242699.0
All Works by Kancheli,242868.0
All Works by Wolfgang Amadeus Mozart,243011.55555555556
Level 1,243401.5
Anthologies,243991.0
Hardcore & Punk,244153.6
Aromatherapy,244264.0
Fiction,244625.0
American Bach Soloists,244668.0
Language Studies,245273.5
Reconstruction,245481.0
Philippines,245481.0
Spain,245481.0
General,245608.0
General,245805.57894736843
Bodybuilding & Weight Training,246564.5
"Goethe, Johann Wolfgang",246587.0
Rain Forests,246636.0
Public Policy,246642.0
AIDS,246775.0
AIDS & HIV,246775.0
Nutrition,246775.0
Nutrition,246775.0
Anatomy,247235.0
United States,247263.5
"McDevitt, Jack",247445.0
Greece,247471.0
Greece,247471.0
Minimal Techno,247471.0
Personality Disorders,247862.66666666666
Travel,247874.0
SAT & PSAT,248071.5
General,248507.5
Blue-Eyed Soul,248510.0
General,248788.11764705883
Cookies,249100.0
"Donne, John",249400.0
"Donne, John",249400.0
Chamber Music,249623.75
Quintets,249901.5
Horror,250024.0
General,250024.0
"King, Stephen",250024.0
Italian,252145.5
Orthodoxy,252586.66666666666
History,252859.0
Men,253015.0
Herbs,253095.0
Energy Efficiency,253429.0
Carpentry,253429.0
General,253873.0
Cinematography,254141.5
Turkey,254625.25
General,255498.8
Authorship,255616.75
History,255976.8
Cuba,256052.25
Cuba,256052.25
Free Will & Determinism,256106.0
Calvinist,256654.5
"Lumley, Brian",256693.0
Ancient Civilizations,256971.0
General,256971.0
Physical,257061.66666666666
Grief & Bereavement,257498.5
Nonfiction,257545.0
Judaism,257545.0
General,257789.66666666666
General,257789.66666666666
General,257960.0
General,258166.0
General,258166.0
General,258322.0
Historical,258356.0
General,258358.5
Pragmatism,258420.0
Entertainers,258800.7
Self-Help,258871.25
Folk Songs,259001.0
Winnie-the-Pooh,259250.0
Winnie-the-Pooh (Classic),259250.0
Suspense,260475.0
General,261139.0
Parenting,261139.0
Family Relationships,261139.0
GoLive,261149.0
MySQL & mSQL,261307.0
PHP,261307.0
"Wodehouse, P.G.",261479.0
Leadership,261698.0
Blues,261779.5
All Works by Britten,262706.0
Assessment & Diagnosis,263476.0
Blues Rock,264274.0
Electromagnetism,264406.3333333333
Electromagnetic Theory,264406.3333333333
Low Fat,265079.4
Supernatural,265144.5
Essays & Travelogues,265323.8
Essays & Travelogues,265323.8
General,265381.5
Greek & Roman,265463.0
Environmental,265472.5
Archaeology,265537.5
"Alers, Rochelle",265582.0
Personal Narratives,266049.1666666667
Orchestral,266127.5
Management,266157.6666666667
Management,266157.6666666667
1960s,266554.5
Karma,266670.0
CDs $7 - $10,266707.0
CDs $7 - $10,266707.0
CDs $7 - $10,266707.0
All Bargain Titles,266707.0
All Bargain Titles,266707.0
All Bargain Titles,266707.0
Coins & Medals,266852.0
Nonprofit Organizations & Charities,266884.0
Nonprofit Organizations & Charities,266884.0
Acrobat,267138.0
PageMill,267138.0
Acrobat,267138.0
PageMill,267138.0
Adventure,267211.0
"Snicket, Lemony",267211.0
Compulsive Behavior,267455.44444444444
Chamber Pop,267728.0
Furniture,268039.5
Designers,268065.0
Jokes & Riddles,268217.0
All Works by Wagner,268218.0
"Nilsson, Birgit",268218.0
"Wagner, Richard",268218.0
Animal Tracks,268367.0
Business Travel,268521.0
Business Travel,268521.0
Guitar,268529.0
CDs Under $7,268632.0
CDs Under $7,268632.0
CDs Under $7,268632.0
CDs Under $7,268632.0
CDs Under $7,268632.0
CDs Under $7,268632.0
CDs Under $7,268632.0
CDs Under $7,268632.0
CDs Under $7,268632.0
Internet Publishing,268652.0
General,268872.6
Science & Religion,269167.0
"Silverberg, Robert",269367.5
Dermatology,269588.0
Small Animal Medicine,269588.0
Fish & Sharks,269842.3333333333
Fish,269842.3333333333
Herbal Remedies,270277.8
Arizona,270495.5
Grand Canyon,270495.5
Arizona,270495.5
Grand Canyon,270495.5
Pop Culture,270794.6666666667
General,271012.0
All Works by Mendelssohn,271725.0
Harlequin Superromance,271957.0
All Works by Arnold,272056.0
Classical,272392.0
Dancers,272392.0
Vitamins & Supplements,272501.6666666667
Biographies & Memoirs,272556.0
Alternative,272626.0
Fiction,272909.75
Jazz,273051.0
General,273248.3333333333
Linux,273248.3333333333
Interviews,273414.0
Korean,273467.0
Equestrian,273575.0
"Wright, Frank Lloyd",273942.0
Dictionaries & Encyclopedias,274141.0
Comics & Graphic Novels,274231.6666666667
Research,274301.0
Research,274301.0
Chiropractic,274624.0
Chiropractic,274624.0
Surgery,274624.0
Chiropractic,274624.0
Toxicology,274624.0
Toxicology,274624.0
Nonfiction,274944.0
"Martin, Agnes",275017.0
General,275333.0
General,275333.0
Rural,275925.0
"Berry, Wendell",275925.0
Business,276218.0
Homelessness & Poverty,276285.6666666667
Repair & Performance,276550.0
CDs Under $7,276760.5
CDs Under $7,276760.5
CDs Under $7,276760.5
All Bargain Titles,276760.5
All Bargain Titles,276760.5
All Bargain Titles,276760.5
Learning Disorders,277488.0
For Dummies: Applications,277504.3333333333
For Dummies: Applications,277504.3333333333
Trios,277601.0
All French Books,278019.3333333333
Contemporary R&B,278051.0
House Plans,278559.6666666667
"Woodson, Jacqueline",278753.0
General,278832.3333333333
Magic,279058.5
Strategy & Competition,279954.4
Strategy & Competition,279954.4
Russia,280232.0
Russia,280232.0
General,280403.0
Fiction,280976.3333333333
"Shakespeare, William",281338.5
General,281338.5
Paperback,281338.5
Curiosities & Wonders,281631.5
Leadership,281679.3333333333
Punk Revival,281950.5
Nonfiction,281961.0
Lesbian,281990.0
New Age,282215.0
Dysfunctional Relationships,282286.75
Collections & Readers,282388.3333333333
Sports,282404.5
Film Studies,282584.0
"Canfield, Jack",282706.5
General,283418.5
Police Procedurals,283547.77777777775
British Punk,284209.4
Networking,284402.0
Company Histories,284754.6
Company Histories,284754.6
Presidents & Heads of State,284953.5
General,285067.0
General,285087.0
Deconstruction,285101.0
Women Writers & Feminist Theory,285844.25
Women Writers,285844.25
Software Project Management,285906.6666666667
Software Project Management,285906.6666666667
Software Project Management,285906.6666666667
Diabetes,286319.0
General,286319.0
Country Folk,286529.0
General,286530.75
Sound Effects,286710.5
Sound Effects,286710.5
Wrestling,287660.0
Workplace,287797.0
Workplace,287797.0
"Masterson, Graham",288279.0
Textile Arts,288341.0
Budgeting,288361.0
Budgeting,288361.0
Programming,288424.14285714284
Programming,288424.14285714284
Programming,288424.14285714284
Tapes Under $6,288440.0
Tapes Under $6,288440.0
Tapes Under $6,288440.0
Chronic Fatigue Syndrome & Fibromyalgia,288935.5
Fiction,289291.1111111111
Fiction,289572.0
"Cleary, Beverly",289636.0
Fiction,289636.0
Historical,289689.0
Atlases,289689.0
Historical,289689.0
Singer-Songwriters,289748.0
State & Local Government,289848.5
Nursing,290060.25
Napoleon,290082.0
History,290099.2
West Coast,290724.0
Mammals,290824.5
Complete Idiot's Guide: Applications,290869.0
Complete Idiot's Guide: Applications,290869.0
General,290879.5
General,290879.5
General,290937.0
Paperback,290937.0
Karate,291451.0
Experimental,291609.3333333333
Obstetrics & Gynecology,292145.8333333333
